Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
51364538,2,51364441,2018-07-16T14:49:15.260,1,"<p>The reason it is not working is due to the fact that you have a function but you are not invoking it. Get rid of the function and just leave the following line of codes:</p>

<pre><code>query.filters.approver._contains = Session.getActiveUser().getEmail();
return query.run();
</code></pre>

<p>I believe this should make it work. Take a look at the example provided in the <strong><a href=""https://developers.google.com/appmaker/models/datasources#query_script"" rel=""nofollow noreferrer"">official documentation</a></strong>. Hope it helps!</p>
",5983596,,,2018-07-16T14:49:15.260,0,CC BY-SA 4.0
51384856,2,51383918,2018-07-17T15:11:09.997,3,"<p>Why not use the <strong>onAttach</strong> event handler?</p>

<p>You can set your widget onAttach even logic like this:</p>

<pre><code>widget.value = ""My default value"";
</code></pre>

<p>See below:
<a href=""https://i.stack.imgur.com/l4zEG.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/l4zEG.png"" alt=""enter image description here""></a></p>

<p>I suggest you to go over the <strong><a href=""https://developers.google.com/appmaker/ui/logic#Events"" rel=""nofollow noreferrer"">widgets logic documentation</a></strong> to comprehend more about how to achieve this type of things. Hope it helps!</p>
",5983596,,,2018-07-17T15:11:09.997,0,CC BY-SA 4.0
51392279,2,51381376,2018-07-18T01:28:48.100,0,"<p>This is an expected behavior. If you have a field with <strong>string</strong> data type and then you want to convert that to a <strong>date</strong> data type, app maker won't do that for you. These are two different types of data. Since you've chosen to keep the data, the field was deleted from app maker's interface; however, the data is still available in google cloud sql. If you really want to keep the data, you'll have to create a new field with a different name, but if you really need the field with the same name and a different data type, you'll need to do the following:</p>

<ol>
<li>In app maker, go to the app settings:
<a href=""https://i.stack.imgur.com/96RrI.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/96RrI.png"" alt=""enter image description here""></a></li>
</ol>

<p>2.Then go the <strong>database</strong> and click on <strong>check</strong>:
<a href=""https://i.stack.imgur.com/Ik9Zk.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Ik9Zk.png"" alt=""enter image description here""></a></p>

<ol start=""3"">
<li>You will be presented with the three options:
<a href=""https://i.stack.imgur.com/XV9c5.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XV9c5.png"" alt=""enter image description here""></a></li>
</ol>

<p>In summary, appmaker is not able to create the field with the same name and different data type because the field name already exists in the sql backend. The only thing you can do is to completely delete that field and get rid of the data, or restore the field and continue using strings. I hope this helps!</p>
",5983596,,,2018-07-18T01:28:48.100,0,CC BY-SA 4.0
51406762,2,51398947,2018-07-18T16:19:29.983,1,"<p>You can get the body of Apex classes (that aren't part of managed packages) from a query on the <code>ApexClass</code> standard object:</p>

<pre><code>curl \
-H 'X-PrettyPrint: 1' \
-H 'Authorization: Bearer &lt;session-id&gt;' \
https://ap4.salesforce.com/services/data/v43.0/tooling/query?q=SELECT+Body+FROM+ApexClass+LIMIT+1
</code></pre>

<p>Visualforce pages can be retrieved similarly through a query on the <code>ApexPage</code> standard object to retrieve the <code>Markup</code>:</p>

<pre><code>curl \
-H 'X-PrettyPrint: 1' \
-H 'Authorization: Bearer &lt;session-id&gt;' \
https://ap4.salesforce.com/services/data/v43.0/tooling/query?q=SELECT+Markup+FROM+ApexPage+LIMIT+1
</code></pre>

<p>For more information on available standard fields and objects to query, check out the <a href=""https://resources.docs.salesforce.com/sfdc/pdf/object_reference.pdf"" rel=""nofollow noreferrer"">Object Reference</a></p>
",4921099,,,2018-07-18T16:19:29.983,1,CC BY-SA 4.0
51407905,2,51381243,2018-07-18T17:30:58.543,0,"<p>Unfortunately Sharepoint OnPrem 2013 and 2016 do not have support for attachments so you will not be able to use this feature.  </p>
",1803108,,,2018-07-18T17:30:58.543,0,CC BY-SA 4.0
51412108,2,51384016,2018-07-18T23:00:29.987,2,"<p>I run App Maker on my bare domain and have picker widget working.</p>

<ol>
<li>In App Settings: Check <strong>Allow embedding app</strong></li>
<li>In Drive Picker's <em>onPickerInit</em>: <code>pickerBuilder.setOrigin(""https://example.com/"");</code></li>
</ol>
",9944068,555121,2019-05-31T14:12:38.853,2019-05-31T14:12:38.853,0,CC BY-SA 4.0
51420657,2,51360587,2018-07-19T10:46:22.163,2,"<p>Its working quite fine when you enable SSL and check the response code / response header to redirect to the userAuth form on Zuhu:</p>

<pre><code>$curl = new \linslin\yii2\curl\Curl();

/** @var Curl $response */
$curl-&gt;setGetParams([
        'scope' =&gt; 'ZohoBugTracker.projects.ALL,ZohoBugTracker.bugs.ALL',
        'client_id' =&gt; '1000',
        'response_type' =&gt; 'code',
        'access_type' =&gt; 'offline',
        'redirect_uri' =&gt; 'http://11.111.111.111:7000/api/oauth/zoho_auth',
])-&gt;setOption(CURLOPT_SSL_VERIFYPEER, true)
    -&gt;setOption(CURLOPT_SSL_VERIFYHOST, false)
    -&gt;setOption(CURLOPT_CAINFO, 'C:/Ampps/apache/conf/ssl_crt/cacert.pem')
    -&gt;get('https://accounts.zoho.com/oauth/v2/auth');

$responseHeaders = $curl-&gt;responseHeaders;

if ($curl-&gt;responseCode === 302 &amp;&amp; isset($responseHeaders['Location'])) {
    header(""location: "".$responseHeaders['Location']);
    die();
}
</code></pre>
",2202537,,,2018-07-19T10:46:22.163,0,CC BY-SA 4.0
51466191,2,51464538,2018-07-22T14:40:37.080,1,"<p>Assuming ""Trial Balance 1617"" is a rollup table that has a unique index on GL Account Code and Document Date, you can just manually calculate sums of debits and credits leading up to a particular entry like this:</p>

<pre><code>create table ""Trial Balance 1617"" (""Document Date"" date, ""GL Account Code"" varchar(25), 
    ""Debit Amount"" numeric(12,2), ""Credit Amount"" numeric(12,2))
create table ""GL Master Account"" (""GL Account Code"" varchar(25), ""Opening Balance"" numeric(12,2))

insert into ""GL Master Account"" values ('A3010101B058', '8110339.14')
insert into ""Trial Balance 1617"" values ('4/1/2016', 'A3010101B058', 5332269.28, 0)
insert into ""Trial Balance 1617"" values ('4/2/2016', 'A3010101B058', 741674.9, 0)
insert into ""Trial Balance 1617"" values ('4/4/2016', 'A3010101B058', 570253.96, 0)
insert into ""Trial Balance 1617"" values ('4/5/2016', 'A3010101B058', 0, -148839.52)

SELECT
    t1.""Document Date"" as txn_dt,
    t1.""GL Account Code"" as gl_code,
    t1.""Debit Amount"" as debit,
    t1.""Credit Amount"" as credit,
    case 
    when not exists 
        (select * from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
            then t2.""Opening Balance"" 
    else
        t2.""Opening Balance"" + (select sum(""Debit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
            - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"") 
            - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")

    end as op_bal,
    case 
    when not exists 
        (select * from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
            then t2.""Opening Balance"" 
    else
        t2.""Opening Balance"" + (select sum(""Debit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
            - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"") 
            - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")

    end + t1.""Debit Amount"" + t1.""Credit Amount"" as closing_bal
FROM ""Trial Balance 1617"" t1
INNER JOIN ""GL Master Account"" t2 ON t1.[GL Account Code] = t2.[GL Account Code]
WHERE t1.""GL Account Code""  = 'A3010101B058'
</code></pre>

<p>Returns:</p>

<pre><code>txn_dt      gl_code         debit       credit      op_bal      closing_bal
2016-04-01  A3010101B058    5332269.28  0.00        8110339.14  13442608.42
2016-04-02  A3010101B058    741674.90   0.00        13442608.42 14184283.32
2016-04-04  A3010101B058    570253.96   0.00        14184283.32 14754537.28
2016-04-05  A3010101B058    0.00        -148839.52  14754537.28 14605697.76
</code></pre>

<p>If you can use CTEs, you can clean it up a lot by calculating the opening balance in a separate query:</p>

<pre><code>;with cte_op_balance as
(
    SELECT
         t1.""Document Date"" as txn_dt,
         t1.""GL Account Code"" as gl_code,
         case 
            when not exists 
                (select * from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
                    then t2.""Opening Balance"" 
            else
                t2.""Opening Balance"" + (select sum(""Debit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t1.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")
                    - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"") 
                    - (select sum(""Credit Amount"") from ""Trial Balance 1617"" where ""GL Account Code"" = t2.""GL Account Code"" and ""Document Date"" &lt; t1.""Document Date"")

         end as op_bal
        FROM ""Trial Balance 1617"" t1
        INNER JOIN ""GL Master Account"" t2 ON t1.[GL Account Code] = t2.[GL Account Code]
        WHERE t1.""GL Account Code""  = 'A3010101B058'
)
SELECT
         t1.""Document Date"" as txn_dt,
         t1.""GL Account Code"" as gl_code,
         t1.""Debit Amount"" as debit,
         t1.""Credit Amount"" as credit,
         c.op_bal,
         c.op_bal + t1.""Debit Amount"" + t1.""Credit Amount"" as closing_bal
FROM ""Trial Balance 1617"" t1
INNER JOIN ""GL Master Account"" t2 ON t1.[GL Account Code] = t2.[GL Account Code]
INNER JOIN cte_op_balance c ON t1.[GL Account Code] = c.gl_code and t1.[Document Date] = c.txn_dt
WHERE t1.""GL Account Code""  = 'A3010101B058'
</code></pre>
",1208034,1208034,2018-07-22T14:46:38.407,2018-07-22T14:46:38.407,0,CC BY-SA 4.0
51469126,2,51468480,2018-07-22T20:47:28.577,1,"<p>Interesting question. Here is how I do it; Suppose I want to know what are all the field types of a model. I use this:</p>

<pre><code>var allFields = app.models.MODEL_NAME.fields._values;
for( var f=0; f&lt;allFields.length; f++) {
  var field = allFields[f];  
  var fieldType = field.__gwt_instance.b.B.j;
  console.log(fieldType);
}
</code></pre>

<p>So, in summary, all you have to do is get the field:</p>

<pre><code>var field = app.models.MODEL_NAME.fields.DESIRED_FIELD
</code></pre>

<p>Then you just get the type like this:</p>

<pre><code>var fieldType = field.__gwt_instance.b.B.j;
</code></pre>

<p>As I say, this works for me. I hope this works for you too!</p>
",5983596,5983596,2018-07-23T15:00:00.293,2018-07-23T15:00:00.293,0,CC BY-SA 4.0
51472610,2,51472013,2018-07-23T06:19:57.027,1,"<p>Well I've been working on this template since last 5 months and you will need to do a lot of customization to use it in PROD like environment and I think that is okay because Google team has provided us a starting point by providing us templates. We need to customize it as per our need.</p>

<p>Here are the steps that template will do for you.</p>

<ol>
<li>End user will see all the request he has already made on the home screen. If any. On the right hand side '+' button, user can start a new request.</li>
<li>Here an end user can choose any document from Google Drive/ Team Drive and provide the description for that file and click on 'ADD' button. On the next screen he can provide a list of approvers. Here this template supports both sequential and parallel approvals. i.e. More than one approver can take action at same time or you can have a workflow like approvals where Approver 1 approves first then only Approver 2 gets notified for the action.</li>
<li>Once all approvers are in place users can submit the request and Doc is sent for Approvals with the approvers.</li>
<li>Approvers can Approve/Reject the request with Comments. After all approvals are done workflow is closed.</li>
</ol>

<p>Now your second question is somewhat unclear. I think you are referring to Auto Approver names should be added. Please refer <a href=""https://stackoverflow.com/questions/51186512/app-maker-document-approval-template-how-can-i-add-default-approvers/51188680?noredirect=1#comment89363757_51188680"">this</a> if your question is same, or else please provide exact use case. </p>
",1423927,1423927,2018-07-23T06:28:30.447,2018-07-23T06:28:30.447,6,CC BY-SA 4.0
